frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
480	600	8242.21126	12512.92733	16452.9866	18748.61738	19159.78454	15761.80657	21735.2419	19181.19472	17303.38547	10430.17741	14838.31338	14330.2808	15548.43619	12400.2295	19622.8602	16935.51754	18755.1654	8916.33449	7424.64268	10718.51524	15533.35299	18833.92825	19621.21945	15690.19074	20918.34219	18324.2399	13931.15335	14826.8962	19607.78878	16531.81146	18949.8326	10025.01	10606.82364	10540.57695	10715.25022	9629.52151	9866.84261	8991.18312	18354.95149	18327.62288	17820.58999	18104.28685	14283.36357	17900.83996	17303.03319	18168.62179	17967.3967	16162.78582	17610.07431	18444.56188	17641.5698	17009.69762	16012.69197	17270.89074	17891.23622	18877.37032	17665.98789	18476.84458	16339.37287	19925.35165	17187.57652	19037.42008	16744.70854	18641.48134	17169.09352	16587.13213	17285.51718	17143.01423	17983.10858	16101.19533	20774.16481	18002.5232	17940.24909	18487.60516	16963.0933	18537.57376	14425.25854	17637.44188	17714.49314	17752.69158	18804.99689	17448.64544	17005.41335	18311.91056	18355.81831	18254.98193	14783.79367	17072.70478	18133.10806	19061.56381	18114.1579	19676.88363	16780.17659	19982.57672	17412.59508	19371.69969	17443.40406	18801.73889	17261.34442	15986.62277	17023.02599	17716.01111	17210.63048	14440.21829	20147.71266	17211.61963	15515.34463	12314.93597	14622.59022	16899.29037	14109.92822	13659.66824	15504.75678	15351.15558	12312.10217	14729.63718	13846.98513	16045.81743	14561.9565	15569.03351	14808.46819	13724.8917	14892.646	17207.2245	14012.34713	13879.7947	16250.43327	13616.09795	15238.66145	14132.29053	12262.06753	16073.41917	15066.5371	15865.78511	14427.98167	14730.18792	17121.21547	16203.18598	19191.78779	14807.98524	13724.197	12339.5789	14333.21455	17769.52611	14776.5679	14327.55254	15464.80895	14956.86268	13383.45797	15558.33497	13292.11298	15580.89604	15280.44733	14761.2967	14502.67469	13695.51599	14003.94188	15705.56333	14688.94238	15861.8125	15663.06089	14349.47072	14968.52626	15221.58112	11679.55511	15887.69371	15242.59748	15373.25881	15259.99481	14088.38349	16168.51418	13714.74265	18398.66014	14039.17431	9755.83766	9670.62185
600	900	7601.75875	10738.59404	15068.62326	16257.47877	17660.69774	13947.49015	18812.96921	17575.90739	14816.58421	9328.42525	13903.97795	13278.70826	14400.87798	11712.80951	17850.30804	15682.15837	17148.92455	8880.19197	7174.24898	10125.3439	14605.95469	16268.80322	17689.88606	13574.94157	18404.19223	17074.01385	12577.02548	13929.62137	16800.86367	15244.76075	17551.46997	9276.81111	8927.35028	9678.46755	8938.96414	8526.26775	8966.24686	8708.09011	16049.18385	15605.73281	15514.17402	15987.21512	13703.54241	15964.6798	15154.16244	16108.8712	15653.92053	14500.03258	16115.36677	16153.98609	16097.01758	15244.31305	14410.80571	15423.76283	15541.74927	16074.81789	15628.01414	16230.24331	14327.77744	16904.02595	14936.91163	16878.81444	15090.04596	16017.98859	14981.6944	14810.09971	15400.85186	15036.00689	15394.72278	14906.19371	17502.95563	16092.63853	15917.98072	15854.05651	14705.51462	15884.75463	12898.56665	15792.22877	15505.25784	15931.31748	15791.53214	15388.3672	15443.91739	15848.32304	16433.23215	15746.63166	13789.73807	15021.4448	15880.33823	16482.78711	15731.86056	16740.38973	14722.76631	17331.9379	14934.66663	16501.38606	15247.83843	16153.49755	14954.37891	14252.7715	15168.19067	15381.83923	15378.57013	13301.34607	17039.3532	15387.91179	13713.44863	11471.52866	13737.45251	15232.80639	13441.42157	12845.68443	13620.69553	14298.62089	11561.9844	13330.87375	13113.52894	14170.43308	13679.66695	14345.37895	14010.03161	12849.59536	13727.7695	15233.89184	13069.70802	12887.52433	14323.36267	11942.3477	13676.33184	13091.12982	11438.88124	14294.92027	13706.88683	14009.64404	13710.93853	13610.58778	15998.16941	15226.61339	17122.30896	13893.77912	13246.49804	11911.53359	13079.17437	15624.47215	14080.65282	12996.67175	13898.9989	14012.64367	11985.92912	13899.83647	12558.89819	13901.92694	13646.35336	13463.87187	13441.43209	12544.28297	12995.49057	14679.6825	13629.88222	13836.07984	14122.07477	12987.15231	13385.54515	13330.43573	11250.46792	14318.39022	13766.47724	13669.6846	13903.2897	13279.75193	15557.53411	13507.40189	15990.27446	13353.28695	9702.81199	9639.93813
900	1200	7107.40435	10721.1598	13847.57881	13678.03172	15461.08142	11633.48123	15715.0182	16012.56785	12468.19938	8476.17577	12780.51477	12137.47176	13276.86501	10538.90691	14035.91043	13939.82717	14777.25781	8944.34126	6925.26342	9375.39967	13341.02237	13708.15266	15416.63935	11569.701	15707.58944	15680.86656	11266.35372	12674.17759	14818.69253	13788.89783	14139.2369	8951.05806	7193.34664	9365.98462	8610.96305	8531.42744	8564.98204	8160.55609	14087.70368	13764.16339	13469.67825	13952.98367	12281.28629	14275.30718	13319.39941	14193.72216	13640.35997	12795.64481	13995.00691	14162.49611	13877.2988	13546.35517	12582.49603	13431.8717	13641.28899	13574.77696	13667.19209	13848.52721	12709.90685	14500.90486	13030.33532	14389.072	13364.22312	14038.55874	13051.27006	13021.12737	13515.74131	13335.79103	13098.18844	13315.98104	15071.85851	14108.10443	14216.39845	13535.99347	12841.17942	13764.12835	11724.68652	14169.35259	13440.98234	13809.28294	13725.37186	13463.64957	13675.29265	14115.98298	13970.55909	13650.75874	12058.38124	12818.02494	13547.14363	14006.5388	13363.21183	14518.96544	12889.28687	14733.73752	12925.5129	14231.48682	13212.14544	14014.11141	12886.23379	12654.59569	13144.24501	13456.04929	13158.52455	11697.82245	14610.44015	13596.3416	12655.49127	10933.37081	12502.33187	13421.95225	12740.82547	12206.49963	12475.09636	13000.63886	10855.04699	12071.23659	12271.1755	12861.20202	12424.45832	13126.28664	12259.17239	11970.1145	12516.76145	13427.73438	12526.93078	11723.75365	12981.11925	11377.17581	12512.44458	11967.35112	10886.0548	13030.25043	12625.15478	12635.97246	12392.72997	12543.84633	14351.58484	14134.34358	14649.42634	12791.29943	12491.6923	10742.62514	11999.65605	13746.89335	13107.20221	12454.20027	12642.93521	12924.65003	11334.41484	12686.84355	11972.13647	12770.49052	12409.1417	12557.29292	11873.97579	11508.55954	11992.23695	13618.88223	12488.67974	12588.43107	12708.78164	11821.6079	12366.6631	12138.38659	10271.53447	13117.68822	12491.6273	12533.08178	12598.64752	12241.86307	13516.71558	12411.89229	14246.80359	12508.94696	9695.05042	9564.23571
1200	1500	6923.62005	9562.58232	12572.23515	11658.97634	13964.81551	10135.67605	13840.16759	14113.63469	11431.72383	7874.94611	11654.93323	11083.21579	12069.3745	9233.16102	12191.06764	12649.30921	13635.73941	8849.59599	6690.53129	8586.53458	12390.99875	11654.89471	13833.4454	10704.79617	13572.72301	14417.74528	10425.97694	11391.21023	12494.89654	12669.66556	12631.55575	8641.36787	7273.56654	8856.12344	7949.82041	7383.65403	7982.07459	8715.85963	12690.93436	12173.39999	12066.29786	12657.99126	11094.84078	12995.90296	12048.97032	12813.67442	11883.96701	11489.21502	12697.42993	12527.78641	12493.27966	12190.28026	11835.72748	12081.9124	12228.0638	12414.40825	12414.15421	12698.3636	11326.24053	12963.28538	11709.61268	12930.02643	12357.31523	12588.02086	11726.38129	11889.39854	12141.46352	12002.34528	11327.90949	12347.90098	13322.11642	12846.47498	12837.65276	12230.73034	11574.5392	12512.70237	10707.18545	12716.44533	12068.86468	12475.34822	12237.25253	12165.38145	12251.25147	12333.94326	12497.72153	12308.3109	11271.99759	11703.85407	12182.6323	12538.98114	12150.78827	12952.61463	11553.3532	13057.91104	11681.64319	12711.20162	12154.36108	12546.03278	11587.54158	11576.6384	11809.76355	12108.8357	11920.5478	10848.53965	12831.76065	12191.91982	11833.86195	10224.36255	11550.0042	12388.61266	12001.52035	11701.61315	11634.34123	12390.09678	10458.80129	11241.28552	11684.01982	11869.1981	11721.75433	12312.3208	11865.44597	11275.4678	11734.69849	12776.77506	11724.29722	11022.00224	11634.11845	10764.87537	11533.45335	11280.48331	10662.50604	12219.87519	11762.94973	11687.41787	11632.98104	11660.40929	13333.41706	13765.90773	13184.32637	12178.54322	11587.82772	10535.51618	11441.55266	12358.64783	12194.79394	11689.56687	11674.91575	12252.93803	10517.68856	11755.20546	11412.18201	11503.97465	11628.9865	11823.32871	11333.8929	11013.71759	11257.71148	12589.07119	11759.69978	11511.02221	11714.57629	11016.03401	11488.08557	11389.23255	10306.32032	12279.8288	11737.0703	11514.07768	11911.18385	11573.34639	12887.54415	11964.0997	12723.48212	11643.82783	9541.6466	9449.57785
1500	1800	6577.42223	8854.43416	11719.8554	10127.2351	12100.07591	8838.60494	12301.03403	12736.18176	10126.91075	7443.37156	10711.49209	10275.22481	10811.24298	8366.54549	10689.67102	11450.12198	12021.63764	8576.1954	6331.89338	8384.58079	11447.05819	10179.87467	11822.80393	9248.01866	11926.60994	12631.95836	9399.67688	10342.08513	10188.69597	11292.88174	11656.73763	8414.49241	6956.55786	8737.57404	7899.39894	7661.96293	7819.07424	8741.84799	11664.49526	11151.13101	11153.05192	11598.18299	10137.7725	11913.58824	11077.03559	11643.99711	11105.24165	10667.17656	11532.32337	11512.31432	11353.80597	10890.81457	10864.20591	11021.14756	11442.95595	11248.61266	11667.14738	11602.15046	10658.42121	11920.72949	10631.42277	11874.07175	11067.70625	11575.89541	10715.3165	10902.81233	11067.96566	10881.06445	10025.46524	11523.61114	11985.21724	11574.19723	11684.04306	11126.53961	10624.24848	11731.68837	9394.24096	11649.19759	11172.6726	11207.89608	11119.15674	11068.57951	11421.37512	11338.6369	11417.88134	11155.08526	10206.13922	10768.44533	11185.67771	11292.77122	11048.59714	12038.04012	10768.75654	11683.31171	10719.96182	11515.85475	10634.00203	11438.85852	10661.35175	10544.80705	10772.14825	11041.84477	10325.56147	9703.00364	11733.67681	11204.87415	11189.27488	10063.36806	10926.63805	11450.59402	11292.76768	10968.53159	10927.07177	11707.22751	10096.19086	10599.96267	11058.16619	11153.20724	11009.6083	11431.13979	11347.35165	10532.05586	11233.59691	12202.32992	11279.24483	10517.75	10946.8775	10195.7218	10828.06428	10696.61229	10195.49303	11619.01647	11107.3373	11013.03013	11081.40071	11024.93507	12421.89423	12799.25917	12640.18686	11469.83407	10908.38248	9937.88441	10651.91071	11900.55341	10838.95653	11241.45414	11096.43709	11334.52982	10220.91909	11149.33702	10989.79884	10898.00991	10980.77727	11043.67124	10281.20174	10323.72504	10666.38781	11538.06672	11334.32587	11182.52983	11070.5035	10179.24005	10742.94893	10591.97406	9557.48446	11540.37044	11116.42503	10689.75961	11159.59656	10996.39104	11608.5476	10925.14508	11803.70916	11032.683	9275.03088	9210.61648
1800	2100	6285.34454	8338.37283	10813.32738	8806.38957	11089.72511	8428.37029	10974.65681	11713.71349	8357.35501	6278.3303	9767.22367	9189.45704	9317.80593	7395.84832	9520.51429	10268.75023	10601.96407	8699.67001	6111.38501	7165.36323	10681.50589	8782.63798	10457.34059	8281.8689	10176.76286	11970.48988	8473.93254	9389.96897	10364.38055	9912.8693	10565.06673	7802.78821	5089.53163	8675.97459	7018.20392	6820.91616	7541.78661	8469.16067	10635.34945	10211.1276	10574.96651	10676.88087	9177.76043	10800.92933	10406.78934	10755.71732	10098.86042	9961.88489	10595.76519	10565.91421	10502.67742	10322.60114	9579.324	10168.95024	10448.56841	10023.93622	10838.34364	11133.56702	9774.35713	10877.08445	10015.90354	10970.84322	10227.11192	10852.66299	10013.97241	10158.62988	10234.56861	10081.36261	9472.37235	10574.7059	10981.66821	10870.5664	10485.40351	10385.39017	9893.62377	10500.86045	8617.19714	10520.29883	10140.30246	10234.74834	10458.17744	10290.16149	10436.89098	10524.06581	10472.22278	10096.80294	9371.43074	9705.28479	10326.46607	10178.19019	10328.78801	11170.81233	9804.66696	10586.3309	9986.71421	10781.68088	9714.08178	10618.63147	9978.47185	9791.36578	9931.67969	10153.1901	9581.84527	9015.53722	10629.65481	10386.26645	10456.41129	9342.22226	10398.22343	10592.69191	10457.90598	10418.53746	10375.52244	11063.15984	9488.29546	10056.91542	10849.77716	10518.36638	10321.18896	10853.28933	9881.51554	9943.95781	10708.36974	10919.90035	10694.53362	10052.00146	10217.23193	9575.98153	10275.13335	10123.78697	9824.23352	10752.4748	10422.01196	10263.80371	10247.1421	10341.81108	11538.26369	12195.23075	11296.75833	10924.38011	10417.69163	9341.21297	10221.84811	10731.23698	10443.05143	10370.89639	10399.3976	10826.78323	9637.54853	10585.99652	10498.65926	10142.20384	10269.2282	10428.99599	9624.55218	9778.73956	10034.46552	11309.97076	10820.1276	10290.28797	10428.54768	9591.92418	10247.26028	10309.30127	9177.01631	10936.94736	10580.4932	10105.58076	10595.28566	10572.12364	10720.84052	10828.22744	10809.67589	10345.10175	9023.06428	8898.45658
2100	2400	5858.04128	8266.37146	9880.96595	7732.01342	9814.22629	7360.74729	9598.73301	10124.89463	7624.53529	5641.94338	8995.0948	8260.03698	8662.89784	6455.97568	8426.82375	9231.6381	10261.89294	7276.94116	5661.73947	7064.35782	9806.77825	7783.57894	9397.07557	7466.67328	9644.13208	10324.14652	7837.55015	8917.38372	8489.89684	9160.9723	9118.18001	7288.38765	4623.69801	8216.09943	6618.02651	6671.35932	6965.11943	8433.88071	9997.69279	9657.02538	9875.61058	9692.72744	8569.7046	10350.76862	9576.442	10233.92317	9978.5033	9314.65505	10009.62404	9968.21034	9911.82642	9710.00865	9435.17088	9404.35294	9902.21174	9629.49702	10247.85868	10032.43201	9072.67986	9899.37644	9318.31409	10044.03583	9189.36428	10261.65094	9312.67025	9285.11568	9761.76664	9633.73723	8934.24	9119.90981	10396.24385	10149.76655	10225.71367	9425.61269	9145.9885	9831.81821	7809.3457	9836.05555	9535.39078	9508.06063	9642.06945	9616.07156	9496.80358	9981.02866	9847.68735	9391.18479	8346.33762	8991.71223	9378.04733	9234.59599	9582.48103	10428.45843	9128.38125	10003.90107	9165.10737	9803.22288	9236.45943	9975.05422	9280.37211	9125.1641	9374.74964	9478.3297	9604.97208	8582.22763	9955.69151	9480.56219	9804.14288	9186.48218	9996.25111	9966.5288	9612.49245	10066.34015	9762.72774	10437.16637	9461.45402	9570.68532	10109.82705	10120.22016	10059.90995	10423.38587	9608.75943	9668.6416	10160.07431	10696.82685	10292.06824	9408.51294	9593.96387	9206.35478	9621.18616	9713.76574	9075.14743	10366.25298	9934.83566	9699.18575	10221.92107	9914.95542	11052.31897	10398.21556	10968.56577	10125.32604	9970.28988	8932.112	9693.78945	9996.95191	9156.51658	9878.7757	9950.99794	10183.40585	8966.49602	9933.68967	9893.30021	9956.55491	9715.59298	10045.75906	9338.718	9341.93777	9644.05306	10595.47855	10255.21104	9788.37765	9754.44474	9379.55097	9707.15387	9588.57668	8930.33946	10410.59089	9904.48417	9569.49328	10019.18299	9990.95999	10565.57498	10129.86768	10286.4652	9740.38478	8711.48315	8623.602
2400	2700	5770.43416	7637.36136	9043.62335	6942.34577	8384.53088	6890.57565	8737.19435	9085.52119	6697.55934	5359.1006	8061.61612	7516.38892	7934.37285	5328.54707	7807.11911	8451.72206	9806.01927	6878.07176	5711.05197	6090.71197	8833.2509	6809.0451	8516.38529	6968.02779	8544.02894	8930.47784	6961.94484	7980.12121	8005.07994	8725.73821	10265.17074	6643.75496	5945.88033	8577.04425	6738.46744	6672.31216	7185.12347	7986.44535	9262.22889	8840.77707	9259.0827	9191.60891	7695.11429	9702.80368	9003.98706	9479.02955	9284.57298	8584.05169	9311.11167	9393.69402	9016.34647	8996.91204	8184.24393	8371.69967	9537.16464	9622.34885	9883.64595	9797.84825	8617.66304	9123.1376	8762.86683	9335.21536	8483.47766	9627.19014	8615.96426	8583.32701	8836.95079	8913.08408	8134.2254	9141.70201	9364.79138	9379.54112	9655.51315	8993.6363	8369.40119	9077.19534	7651.93188	9370.55607	8794.36764	8842.19414	9385.51	9024.8234	9280.55811	9383.21986	9217.96023	8888.17313	7766.3069	8478.38502	9282.08887	8887.40017	8917.24701	9965.16753	8345.19738	9393.46205	8483.31679	9320.09767	7998.13365	9319.66561	8664.83384	8445.57671	8653.09692	8976.13256	8409.47304	7621.07406	10017.07061	9094.99045	9228.59365	8516.61636	9688.60768	9628.47378	9040.59639	9457.72982	9372.77864	9931.04366	8946.27957	8927.63462	9438.77996	9656.13094	9248.48397	9716.34391	8231.2662	9178.63646	10009.63754	9909.54407	9800.40919	9112.09538	9300.51836	9146.86081	9313.9055	9222.37778	8663.8793	9813.49301	9526.56714	9212.97634	9356.6513	9457.83605	9740.91703	9978.07379	9803.0862	9613.31768	9535.72915	8718.22338	9406.24404	9488.98427	8884.16009	9343.45679	9415.68558	9655.94685	8941.93843	9492.28355	9457.5139	9168.18534	9320.15137	9566.99504	7783.83677	8873.85445	9393.77503	9987.2432	9661.06065	9578.3209	9045.21861	8923.28052	9189.31554	9145.6098	7938.18954	10020.53482	9488.17171	9114.60337	9361.85515	9655.88297	9782.181	8962.345	9954.16952	9223.29537	8332.96995	8458.77948
2700	3000	5248.56361	6859.33305	8408.90441	6274.74098	7589.39656	6411.51677	8218.35628	8473.62396	6331.74293	5086.28053	7435.46874	7223.77787	7630.7483	5231.55388	7973.72529	8069.01607	7672.64404	7121.50066	5256.66321	6670.21419	8123.13783	6185.91915	7665.93525	6544.21961	7761.5178	8532.47222	6681.8777	7142.90029	7250.66013	7736.94373	8858.45662	6521.12904	3699.84384	7937.51055	6777.62257	6633.80296	6780.76299	8327.63535	8829.86938	8476.72885	8812.71242	8676.35059	7597.66111	9102.38719	8549.95045	9029.03665	8559.71566	8394.92091	9086.19552	8890.36666	8391.65153	8589.27946	8444.46932	7873.43866	8997.88174	8893.92816	9177.95188	8793.35526	8223.75006	8937.5365	8283.34358	8988.9718	7984.35468	9124.21819	8188.48698	8165.70501	8391.42938	8511.94686	7932.21127	8216.26418	9108.74149	8716.03666	9090.39725	8396.76028	8019.40361	8776.14518	7418.12622	8621.60902	8334.523	8345.90683	8622.75326	8511.48482	8719.72694	8818.64508	8766.79326	8221.51077	7688.35869	7781.3011	8445.38634	8851.18445	8299.60501	9188.91679	8013.07021	8891.40691	7986.85398	8809.68418	7853.87377	8792.55385	8309.22583	8067.03926	8254.98022	8205.11714	8663.63709	8013.54095	8687.00097	8395.67592	8857.49051	8486.41969	9121.60293	9101.54234	8785.93642	9134.36089	8881.87487	9467.77322	8435.80988	8962.15048	9061.611	8990.62622	8761.2634	9308.22579	8579.21835	8698.68565	9208.79101	9887.01921	9319.13387	8436.78536	8852.66743	8637.13173	8822.46287	8855.00884	8444.37198	9338.84011	9023.81621	8739.17145	8889.46006	8999.54002	9516.8944	9381.07817	9835.5563	9114.819	9142.45983	8640.3454	8956.72421	9177.37167	8203.14891	8900.78231	8895.88111	9053.34701	8574.19822	8993.82142	9104.80723	8871.95686	8732.5146	9003.88219	7674.20753	8399.29426	9154.85839	9756.0539	9187.36665	9120.75897	8717.125	8669.05868	8557.60578	8775.82019	7987.94113	9521.90244	9175.48271	8714.47602	8809.08013	8873.35131	9745.62428	9149.75699	8779.96346	8700.68315	8176.68713	8068.89944
3000	3300	4795.63205	5970.11552	8018.06814	5683.74101	7066.25922	5773.19821	7383.50842	8003.96784	5732.28877	4665.26032	7109.15714	6372.90143	6893.26146	5120.46255	6421.52746	7259.15314	8490.28996	6282.14145	4999.35359	5137.46681	7592.19873	5551.57823	6849.06338	6229.78798	6947.46858	7416.32232	6275.62292	6190.86259	7022.23671	7154.20281	9059.7736	5960.75167	4549.55166	7932.72197	5886.90079	6073.08207	6508.69957	7171.07899	8704.18962	8013.43949	8415.50215	8062.60871	7184.03729	8734.25921	8157.8608	8676.10042	7747.93778	7995.43289	8402.41395	8351.7893	8008.11684	8314.87624	7766.38817	8060.44856	8235.25811	8201.15967	8393.94409	8548.35593	7755.08529	8202.28233	8037.66517	8485.30451	7858.17217	8563.84486	7799.16692	7907.20142	8180.88148	7938.79494	7606.91497	8464.21047	9202.83142	8176.23182	8178.98649	8047.09604	7570.50658	8344.50199	6747.74597	8272.59722	7801.14462	7921.58024	8439.89291	8203.94917	8279.11025	8308.81338	8270.32376	7934.8806	7399.31469	7592.121	7947.80656	8515.17528	8047.8362	9036.54516	7717.27857	8429.14327	7767.35207	8462.19526	7973.1843	8388.05049	7932.82715	7809.28702	7702.8832	7896.57679	8182.34384	6339.69404	8840.70482	7977.10995	8655.03205	8185.95126	8709.57534	8414.1493	8874.44694	8933.70217	8468.4861	9158.56575	7695.59884	8286.17238	8984.38231	8817.45628	7808.83332	8892.07369	7773.46129	8616.46075	8623.89865	8943.38686	8934.76128	8342.85254	8361.25182	8102.36337	8542.26361	8446.78606	8194.57339	8865.45295	8575.99084	8503.93601	8739.7275	8459.02347	8772.18756	9443.16261	9908.80165	8691.11212	8541.45741	8042.19806	8439.6534	8832.65725	7444.7167	8659.88851	8524.92711	8641.08954	8145.64483	8557.87375	8735.65256	8413.21191	8506.69625	8773.33708	7321.02424	8230.07125	8542.31924	9191.54277	9036.47075	8558.69272	8423.4512	8223.69475	8356.41341	8301.80994	8005.29967	9017.25151	8579.97972	8365.68014	8425.02907	8619.60609	9206.76888	7665.99707	9165.04698	8160.53495	7695.717	7596.3992
3300	3600	4866.56706	6596.19717	7062.82343	5331.84103	6220.75331	5400.9514	7299.19509	7507.94323	5214.42293	4395.79336	6420.69215	6355.08277	6346.78876	4987.53154	6444.25381	6592.6706	7027.81849	6508.85963	4898.63185	4966.46918	7284.87868	5298.44962	6577.727	5779.76057	6725.00078	7081.33307	6044.27621	6005.95933	6052.76306	6522.97026	8172.23022	5647.37581	3249.92627	6849.09297	5543.51095	5660.01238	5183.05524	7362.70081	8456.70551	7936.80782	8255.58589	8463.34668	6650.0825	7957.77694	8077.53741	8083.67873	7790.80955	7650.97827	7931.18029	8077.31878	7678.3209	8115.50565	6870.49233	7236.15099	7911.11614	7748.90931	8320.24287	8413.08876	7618.5278	7896.51111	7790.95759	8291.54986	7313.47897	8524.69725	7709.08825	7737.13903	7987.61183	7872.62803	6593.72803	8256.32281	8951.22329	8044.03687	8336.0651	7397.79246	7741.62487	8006.45165	6446.73442	7580.10638	7833.40153	7379.99121	7716.92983	7854.48635	7600.75013	7849.12363	8044.72309	7611.45815	7009.60976	7150.06004	7659.16964	7595.72891	7822.74187	8694.49193	7463.63237	8282.35901	7561.07887	8168.97975	7359.02522	8216.93762	7618.66526	7688.30977	7640.49252	7581.90914	7333.75769	6131.17604	8524.41727	7802.49325	8741.39733	7922.3918	8514.11959	8536.8595	8268.58481	8556.56143	8367.87502	8752.51342	7674.61389	7978.74419	8524.27153	8366.76051	8142.68526	8868.20615	7879.70778	7962.6084	8136.75749	8638.52167	8709.26176	7979.85209	8111.6221	7539.88696	8162.10252	8256.30979	7664.5624	8559.12747	8079.08915	7957.45214	8363.6268	8461.85711	8161.72082	9326.35144	9322.54823	8239.14025	8258.54528	7413.5875	7969.40067	8168.18925	7764.85814	8602.60662	8293.58643	8376.52873	7448.6103	8526.10878	8349.97202	7859.78164	8072.79726	8291.70687	7549.31531	7830.31748	8304.81795	8725.07198	8766.92292	8687.82228	8150.22297	7974.95067	8051.93474	7951.28359	7345.03505	8574.86602	8206.3324	8014.0068	8446.21778	8098.47228	9293.98235	7185.48473	8744.91638	7854.78649	7338.22383	7139.85813
