frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
480	600	9705.06163	13877.50919	16818.01022	18148.53889	19525.42366	16906.26837	20786.43564	18451.2961	16473.99931	11217.44656	15533.30388	15411.79301	16094.31673	14648.41932	18695.49334	16150.04579	14939.91	11123.21084	8793.07193	11661.23955	16348.79617	18398.92185	20380.63336	15956.89522	20900.01412	19417.53029	14715.65271	15858.48608	19058.49254	16651.55365	17970.42269	11531.33263	7218.59692	9910.43912	9591.89031	8988.82552	9518.12071	9670.71888	17594.60573	16158.05208	17587.32645	17490.68132	13771.68466	17014.33859	16291.72923	16259.59474	16866.67307	15525.00019	17140.04622	17867.90099	17012.62884	16494.62622	15514.91095	16529.84501	16996.21016	16169.547	16659.964	17569.0975	16248.92178	17310.58558	16741.42723	18151.08129	17061.51955	18028.7409	17111.58599	16365.39608	16917.60472	16624.4805	17512.79361	16447.86508	18747.61562	17458.36699	18051.5722	16952.08447	16521.71889	17235.2222	13496.16165	17204.12278	17023.37526	16843.65365	16573.95432	16522.09739	16409.95936	17299.66902	17443.51283	17071.1488	15008.75963	16342.31371	17848.80174	17430.33604	16801.08933	17956.15604	16592.36534	17800.20884	16846.02343	17475.06684	17153.87487	17969.11764	16682.70627	15733.06117	16879.44942	16736.05245	17471.28098	15245.87296	18567.86856	16479.48013	14619.57295	11392.94537	14446.14531	16196.04404	15531.7244	15153.53142	14420.86767	15687.57105	12897.02265	14672.41396	15514.83928	16038.57109	14890.77546	15771.74295	15822.85198	13402.39285	14920.72065	17479.37101	15358.74632	14006.88992	15843.6614	11998.49446	14469.98131	14150.52322	12461.04936	14993.77044	14397.85464	14768.9346	14224.52085	14864.82456	17365.85281	17604.87735	17482.2987	15459.94273	14453.41891	12469.9887	13428.21615	17093.89169	16335.19843	14935.6438	15003.27522	15952.38736	13023.72817	15320.94337	14473.08934	15166.80385	14721.89224	14636.46816	14953.39624	14068.33469	14509.45015	16717.82327	14599.01279	15154.15057	15091.47926	13494.89636	14165.56864	14596.55694	13462.74967	15082.42608	14857.98448	14474.51783	15160.64188	14054.96714	17982.71385	15955.64506	17550.72897	14884.33459	11166.02745	11028.72584
600	900	8978.66633	11965.76119	15100.00628	14931.60465	17176.69124	14547.23034	17579.31877	16860.97005	14399.15407	9447.84692	14011.91666	13412.73801	14330.76064	12444.55083	16102.80708	14219.93033	13823.7554	9887.66923	7950.23299	10045.84045	14836.35866	15005.53792	17590.52149	13191.67504	17083.03217	16341.78176	12902.78395	14235.51566	15647.92372	14501.64501	15480.28874	10259.70924	6248.31541	9709.78087	9311.90753	8307.87781	8995.95978	9524.83759	14246.92044	13430.24596	14603.01218	14215.10585	12115.59441	14042.28086	13667.49123	13404.61477	13678.47096	12615.4608	13495.09738	14568.09406	14129.56004	13664.63948	13213.21096	13794.72321	14033.09422	13328.22719	13795.84147	14085.22057	13440.9027	14136.71188	14043.45631	14632.36924	14529.60505	15021.46633	14036.44628	13582.57282	14014.76152	13733.1599	13882.37898	13654.12096	15188.24824	14616.28577	14192.46843	13745.00434	13948.11295	14046.41915	11398.93653	14187.42556	13984.25228	13622.14344	13513.87043	13608.8015	13455.3404	14036.7778	14160.68127	13951.2032	12511.74704	13541.26857	14215.52876	13580.1744	13774.60354	14504.31682	13398.97399	14740.59645	13788.09952	14176.81017	14132.30954	14603.08208	13738.08541	13127.62541	13731.9065	13718.53093	13681.48833	13003.86146	14235.61427	14213.09377	12697.82376	10791.20104	12930.77822	13642.75545	14749.31583	13471.2396	12693.78346	13931.45015	11598.9186	12479.66086	13639.35245	13575.79063	13330.63112	14011.54606	14118.4543	11967.16313	13448.42946	14614.84882	13460.70224	12217.03056	13420.75807	10996.83927	12787.54175	12387.26994	11980.18219	13321.1348	12854.97567	12803.71752	12651.4633	13044.04008	14526.19439	15377.34684	14694.37997	13879.52495	12577.82229	10953.1036	12098.03406	13927.96426	14030.75306	13204.02921	13155.24113	13848.31791	11865.10909	13299.21118	13056.86614	12969.76516	13115.02867	12927.83127	13182.11635	12364.5964	12726.44576	14538.43472	13362.51928	12710.37773	12848.94129	11874.81949	12488.63083	12567.65356	11536.76952	13186.17578	13040.35634	12454.65112	13044.6801	12511.48686	14458.38334	13768.0495	13718.98686	13494.79313	10785.78513	10588.79175
900	1200	8096.19122	11240.6279	13702.44788	12283.43507	15051.42293	11889.92045	14355.96066	15196.57275	12099.98791	8468.82692	12574.87611	11881.61174	12609.96721	10564.92374	13086.40271	12658.51983	12800.08712	9982.79498	7449.41854	9065.28495	13447.49627	12323.70166	14823.11315	11196.04954	14086.32688	14525.09429	11093.71136	11965.98455	12898.65335	12851.28246	13028.80322	9783.10651	5258.72468	9467.00628	8384.75262	7943.24033	8147.35778	9291.00992	12169.52917	11623.20498	12099.13448	11861.53383	10173.13535	11791.06565	11422.52363	11224.63761	11479.18357	10694.54407	10942.03952	12000.20317	11759.29829	11622.44284	11129.03508	11623.45749	11676.74761	10980.68829	11663.31057	11454.66173	11185.29164	12037.25227	11890.29306	12239.81542	12073.08214	12572.64279	11752.40561	11342.85138	11918.35417	11458.20361	11046.60822	11804.92806	12674.86078	12187.45337	12091.29695	11665.51234	11597.21132	11742.15745	9749.28855	11921.60656	11643.6432	11162.48767	11175.00679	11395.23316	10885.02918	11662.04835	11592.54136	11398.13576	10855.15858	11078.6667	11576.61389	11073.80596	11556.35192	12018.43315	11038.12597	12252.55582	11495.32875	11754.88952	11894.37276	12129.34072	11360.23547	10999.94202	11366.49426	11259.42733	11157.80713	11060.50616	12176.19635	11963.74469	11700.91384	10358.36651	11620.87357	11875.39322	13065.65504	11971.77741	11408.93361	12380.0149	10522.05083	11011.28015	12067.6548	11777.73658	11860.22967	12143.34916	12079.29843	11020.99291	12092.84197	12269.11992	12017.9098	10843.65533	11648.50417	10431.01725	11686.99963	11273.23169	11020.78195	11993.53374	11499.35242	11368.04482	11566.64317	11652.84285	12664.00996	13214.43309	13068.31108	12661.38199	11238.95123	10277.78294	11293.75384	12091.19169	12005.24501	12002.19036	11541.59447	12093.39371	10808.90387	11693.44799	11694.46801	11365.64453	11777.60296	11579.41152	11640.591	10965.31495	11398.42678	12576.35766	12007.85251	11317.54628	11221.98673	10822.00153	11285.61546	11206.14979	10886.12771	11937.7153	11590.70594	11057.66468	11664.09663	11228.57627	12584.20079	12753.3197	12421.08335	12237.27289	10551.49285	10229.23487
1200	1500	7452.04007	9906.44491	12104.31001	10294.37221	12783.9439	10702.07664	12218.65822	12855.69606	10704.17609	7519.27756	11265.07941	10303.03159	10606.02308	8954.20888	10820.0437	11341.82114	11936.46649	9407.96542	6970.45629	7773.24548	12133.08016	10279.34312	12596.57956	9638.2931	11746.39257	13167.2536	9850.91759	10555.74045	10946.51083	11385.5086	13072.72876	8890.8054	4810.42176	9603.06751	8069.89818	7949.62766	7575.7416	9256.50832	10219.81619	10570.52936	10514.50152	10107.87111	9219.7821	9961.45555	9893.57973	9599.9011	9961.39295	9277.40606	9372.21954	10169.2793	9864.69713	9846.53355	9517.32325	9688.4106	9907.42338	9716.39571	9979.42938	9948.17828	9576.8918	10396.89367	10121.28079	10465.32817	10433.31038	10797.47171	10226.66407	9662.78493	10227.20339	9709.41715	8927.87205	10412.22023	10697.76458	10617.4034	9976.55914	9958.89387	9936.53896	9946.85107	8296.06304	10041.02167	9909.40779	9558.01098	9845.36627	9839.17032	9343.54952	9833.60516	9833.44819	9559.59803	9310.68	9392.86177	9871.67967	9101.07483	9840.39342	10294.02849	9491.70639	10185.1531	9874.0055	9912.78422	9848.65521	10295.26106	9569.92998	9407.31718	9690.65994	9671.40293	8985.53082	9444.68543	10026.21521	10422.0557	10688.80468	10059.61374	10823.02787	10708.64529	11437.34755	10654.41409	10306.73267	10930.27522	9819.2093	9951.1374	10753.91995	10390.62807	10563.53048	10851.89444	10640.76036	9914.78564	10717.25708	10581.58808	10902.50484	10002.42585	10099.34437	9752.03516	10497.22084	10438.174	10624.3445	11092.1411	10677.83669	10207.51304	10710.43892	10685.26233	10768.96772	11747.53619	11429.36643	11465.7632	10356.84923	9634.33804	10505.9882	10653.01968	10162.27163	10389.21222	10547.0176	10862.4535	9941.57457	10657.29547	10681.61542	9946.53322	10525.89905	10521.5694	10247.80836	10007.39482	10908.35477	10742.32875	11175.09843	10363.77082	10059.40592	10126.61178	10459.63188	10095.33224	10061.08338	10977.67801	10473.35723	10044.24957	10424.19621	10667.6487	10661.8446	11178.09891	10381.93359	11174.92899	10187.60684	9931.86309
1500	1800	6615.93366	8170.10735	11230.89162	8688.82437	10861.55549	8975.80169	10227.47829	11579.7822	9200.4542	6451.01327	10034.81164	9046.34301	8975.31678	7747.59097	9388.72488	9929.4702	10617.16519	7941.81561	6391.63951	6998.52636	10875.95381	8654.22601	10587.44279	8384.70479	9962.53163	11532.49634	8439.5619	8735.04381	8824.48294	9788.19858	10570.38045	8152.02003	4587.8811	8833.16672	7649.02945	7070.91321	7384.42037	8781.52755	8961.35085	9319.04763	9179.90883	8738.23559	8065.76306	8352.68402	8572.23531	8290.26272	8609.45854	8037.80383	7886.44134	8622.08294	8565.94716	8590.74502	8000.13711	8724.30384	8683.40199	8371.66385	8539.8476	8660.44097	8207.95855	9025.49134	8880.99067	8867.52954	8751.9964	9229.64595	8714.70369	8507.2445	9088.28898	8417.50637	7882.87314	8948.15307	9566.08835	8998.25597	8990.09828	8725.48316	8704.80054	8371.54543	7646.38117	8636.33631	8554.49148	8035.07313	8177.57143	8494.36704	8096.87376	8462.53443	8356.7516	8264.6547	8092.0021	7910.50658	8501.79152	8068.69648	8346.44465	8712.60818	8155.66339	8952.594	8557.84808	8461.75914	8313.32179	8826.22	8267.66975	8268.0484	8386.52849	8158.80669	7900.25977	8149.51255	8881.69158	8660.20665	9981.42726	9370.67787	9950.42833	9380.98628	9515.9619	9448.04617	9368.30632	9685.28464	9346.63739	8911.48498	9492.93944	9317.13297	9542.70831	9617.56364	9519.79052	9390.48035	9835.66422	9066.53959	9924.86038	9146.77536	8962.0805	8952.43897	9760.84489	9456.21396	9724.75473	10041.40927	9762.29455	9195.67789	9959.15958	9632.51176	9683.78872	9562.37112	10446.79641	10116.2942	9808.77341	9077.83945	9684.28906	8970.14353	9563.58791	9753.34022	9501.32842	9497.56811	8958.75423	9551.85773	9655.25405	8894.11919	9457.09679	9526.53569	9193.06179	9073.83741	9643.64498	9399.3643	9951.00369	9052.73195	9074.10264	9171.15418	9540.34174	9174.10886	9578.54794	9967.24565	9470.84518	9121.03366	9519.03764	9432.30846	9962.13036	10063.05961	9540.15207	9872.5302	9642.70738	9512.7995
1800	2100	6314.05898	8166.73105	10131.67487	7662.49298	9606.16203	7690.98266	9180.43742	10910.4133	7892.24665	5569.8934	9015.62768	8331.06786	8315.43962	6494.88444	8144.39406	9354.74612	9283.99856	7271.91727	6057.20722	6247.34981	9863.62995	7557.12772	9136.8655	7229.76277	9020.67497	10463.02032	7592.28111	7780.299	8188.27805	9663.5811	9996.14648	6799.01892	5018.28938	9223.70924	7804.97354	7435.82116	8024.50265	8833.95235	7958.54807	8483.43816	8313.29218	7897.0065	7698.24076	7799.72878	7546.76554	7714.77465	7969.26727	7286.73304	7675.46921	7744.16583	7863.74702	7718.18156	7577.85272	8492.47222	7761.34339	7820.34784	7848.27812	7942.62825	7429.76568	8581.10822	8014.68546	8327.21768	7842.6249	8388.05903	7821.24495	7446.60674	7854.79604	7473.43526	7511.23018	8490.26025	8106.36107	7947.5693	8206.07874	7476.91997	7671.21484	7509.10672	7037.75933	8005.39582	7590.11702	7425.10966	7547.55941	7633.14285	7847.74952	7745.82105	7614.4371	7365.3523	7414.92379	7222.37243	7695.02333	7668.63599	7721.43469	7614.26271	7265.02508	8038.49442	7749.58368	7560.45434	7465.13976	7882.34648	7321.11136	7376.95258	7486.31547	7439.76784	7018.33323	7159.50436	7411.15727	7956.0566	9200.01955	9190.05278	9387.28844	8710.82746	9502.18901	8919.35389	8695.45062	9099.42826	8826.83015	8373.2029	9220.27323	8572.15533	8967.82529	9039.46649	9099.34065	9157.41819	9431.33043	8918.1354	9529.97489	8860.8858	8422.02005	9017.70519	9289.33494	9140.07244	9151.69399	9546.66695	9238.55314	8591.81645	9293.15678	9098.05194	9138.93546	9541.83167	8818.78476	9492.96814	8932.0937	8681.40627	9120.33148	8276.99062	8772.95855	8920.77056	8919.27218	8749.52281	8691.83918	8942.78812	9172.36785	8260.37717	8730.20048	8839.69443	8214.94413	8649.0998	9143.28689	9330.44651	9350.25065	8506.47928	8432.88277	8732.66381	9096.50609	8568.28013	8817.8734	9302.0444	9031.97523	8477.0402	8914.69873	9193.66204	8406.99872	9070.74039	8359.76508	9388.1435	9360.33789	9285.743
2100	2400	5835.34284	6992.0153	9308.65976	6715.96727	8525.91214	6968.46292	8368.10554	9289.97607	6948.33181	5244.95122	8197.17554	7031.46265	7375.53898	5709.31621	7000.01736	8617.42595	8591.63937	7371.33097	5714.49144	6180.63272	9068.89969	6664.29682	7992.39687	6797.81	7833.35268	9498.47094	7078.47223	7018.1523	7593.30378	8650.05333	7978.823	6773.21821	4489.89873	8444.08717	6957.68991	6886.31848	6822.44424	8098.11376	7129.77201	7824.65338	7613.78955	7282.57616	6886.32529	7014.84286	6901.22497	6939.84325	7521.66793	6661.48316	7047.4244	7125.48916	7076.77386	6958.71232	6924.29818	7334.40597	7122.75316	7075.27996	7334.41593	6866.80442	6874.43743	7294.67248	7311.04494	7475.83369	6947.60082	7558.30588	7052.30508	6893.63621	7063.99355	6920.39891	6237.1957	7163.93986	7319.57545	7242.72871	7342.93451	6894.32919	6621.36037	6697.47199	6606.7306	7079.66117	6858.7776	6734.50965	6878.70024	6851.70932	7048.55962	6727.46049	6846.53203	6550.97393	6606.75807	6696.76644	7050.35291	6747.92704	6786.82916	7144.62461	6683.99537	7195.37686	7076.09975	6827.36603	6592.53531	6938.68653	6585.0061	6715.28987	6439.98037	6652.68606	6645.68598	6224.01181	6697.0101	7171.76872	8481.32684	9001.72818	8690.16477	8209.23055	7910.64423	8249.58735	8050.39772	8381.05901	8484.76702	7699.18321	8691.4326	7844.59107	8335.80097	8412.80663	7627.67058	8573.27957	8882.98186	8072.67231	8712.45325	7940.35598	8017.82606	8653.81874	8639.40423	8510.86218	8452.90313	8864.73713	8612.63378	8156.14544	8549.59034	8686.16919	8335.07947	7640.42441	8046.54979	8675.73891	8459.16512	7975.75839	8494.86931	7745.43586	7718.83709	8161.47464	8254.21814	8016.35687	8144.02673	8154.70845	8601.69051	7545.69723	8116.86365	8201.62897	7567.86365	8143.54902	8964.28581	8375.18625	8705.30989	8030.14453	7881.34906	8516.71822	8598.16208	7983.28571	7855.83825	8656.11034	8302.76978	7819.91119	8004.62232	8382.65734	8098.76366	7709.52871	7646.31441	8509.41145	8985.40135	8750.40602
2400	2700	5679.55754	6390.63308	8581.51489	6110.01393	7907.7762	6436.49708	7377.98719	8415.37672	6092.69093	4815.00784	7430.28663	6876.37497	6453.03157	5321.32178	6290.76687	7731.37419	8744.39124	7174.17269	5211.4727	5165.42088	8259.47504	5930.34676	7478.94888	6402.49788	6953.8757	8108.47332	6586.46957	6474.95905	6575.68298	7892.75269	7399.90462	6599.41634	3884.04528	8553.05437	6920.12341	6537.47376	6611.44084	8571.73652	6837.2054	6784.69528	6988.59189	6539.4794	6524.35794	6318.96749	6421.8064	6368.90001	6669.79775	6262.85113	6203.42359	6284.74407	6562.35243	6374.62541	6310.19368	6644.80848	6553.84955	6484.62403	6514.85349	6443.00635	6230.57347	6540.5306	6743.13275	6619.22119	6466.07094	6862.49555	6416.18996	6427.86071	6488.28477	6147.33732	5471.39009	7112.97881	6549.29756	6523.17453	6529.88755	6315.09472	6330.53709	6552.95395	5791.32062	6348.72765	6274.54616	5877.65692	6389.82585	6485.80504	6079.60076	6311.33373	6182.61187	6099.20852	6013.62567	6078.84245	6108.77297	5977.17976	6276.33426	6308.11449	5986.97712	6516.68471	6340.13488	6348.87644	5840.0146	6409.98173	6053.90639	6254.17683	5961.17001	6015.27036	5652.58816	5750.67235	6000.98758	6335.18851	8045.45458	8550.67211	8286.83623	7648.65419	7574.63053	7808.91546	7561.3398	7775.44782	8053.40995	7304.60294	8007.91227	7094.24869	7878.46885	7805.51561	7551.86234	8225.90721	8207.64574	7434.16479	8177.14775	7558.99502	7156.83384	7994.20921	8230.29837	7848.9282	7885.46964	8251.80558	8094.94877	7555.52178	8089.16302	7900.12932	7308.70828	7594.47855	7409.94306	8007.52774	7805.25781	7527.58926	7973.56968	7405.69524	7012.22034	7388.97823	7752.27119	7293.20636	7817.4601	7810.31765	7844.85996	7167.14744	7604.74458	7738.56964	7028.48007	7746.68585	7925.75013	7393.64943	8241.09626	7266.88582	7157.19952	7879.90712	8019.05941	7476.44767	7472.85855	8172.56355	7816.61315	7388.97649	7602.36804	7790.22841	7711.59659	7528.40142	6637.42531	7941.41656	8495.67155	8419.84093
2700	3000	5225.27287	6395.39964	7732.70648	5491.38871	7203.20578	5812.75862	6454.54381	7662.03569	5305.80191	4295.79108	6901.55053	6170.43076	6049.88868	4785.90261	5474.76779	7053.03772	6865.5469	6908.50827	4977.15358	4751.5008	7698.36515	5436.33284	6363.69299	5783.62792	6260.98648	7592.61543	6037.21531	5182.74259	5918.26631	6951.88888	5749.14396	6481.15344	4287.70427	7839.35765	6007.50074	5926.83342	5869.12455	7602.91098	5999.9504	6329.34971	6385.41283	6057.62902	5849.10136	6207.86173	6051.20268	6022.26533	6108.93153	5725.54024	5869.00891	5948.20076	5919.26153	5797.39312	5624.54014	5987.14335	6221.48755	6049.89016	6369.15218	6211.88427	5875.02778	6114.46289	6192.27332	6111.1704	5934.36194	6572.69729	5921.02582	5903.12514	5903.35312	5989.25834	5034.01077	6591.84524	6091.21085	6059.13165	5792.80731	5975.94953	5681.28309	5852.35392	5359.26606	5869.2087	5798.00615	5430.71369	5889.19059	5906.86817	5712.51558	5737.05667	5685.35309	5427.23987	5785.26682	5858.88366	5745.58309	5629.40245	5785.45202	5989.07288	5666.76985	6206.7329	5860.16043	5798.57641	5725.04664	5812.57209	5548.61573	5743.4288	5389.56811	5587.79589	5222.4229	5255.80045	5419.50493	5704.28702	7584.83199	7842.39931	7760.31708	6912.92282	7310.08707	7574.24216	7196.56694	7157.50905	7578.98946	6698.41623	7566.03758	6817.80449	7281.37705	7136.73948	6631.03906	7436.92752	7838.7651	7070.23314	7765.47327	7250.7495	6757.8832	7623.45749	7757.05176	7478.7425	7838.30563	7861.8562	7492.23194	7198.8825	7472.16256	7599.77318	6728.12954	7488.93477	6884.4288	7744.06982	7052.02053	7483.39573	7582.2343	6615.31176	6851.19184	7247.22793	7147.48046	6857.46826	7570.83378	7232.36546	7329.39047	6662.66937	7184.48144	7268.91012	6625.66461	7634.21331	7531.68579	7199.9518	7643.66562	6805.48069	6985.48957	7791.3262	7446.36878	7018.26514	7382.19945	7707.89578	7343.76437	6886.43736	7039.73984	7472.81724	6896.47199	6956.2021	6458.87556	7425.94244	8298.03629	8105.73042
3000	3300	5207.36495	6155.98227	7132.08487	5138.97368	6246.1239	5564.27621	6267.31587	7049.2386	5508.71347	4386.25719	6666.95511	6177.2645	6006.69719	4638.77901	5415.52322	6724.62102	7013.46382	6892.93012	5165.20593	5051.15998	7080.99248	5066.42169	6221.61411	5286.20568	5868.98547	7229.84135	5458.16687	5278.89339	6300.12254	6932.50356	5258.5212	5482.75509	4615.74642	8081.83289	5568.5303	6161.35946	6114.80108	7687.66019	5886.05957	5421.19371	6004.97771	5604.91448	5966.95645	5881.35175	5599.24656	5688.42142	6111.28745	5533.60062	5882.7284	5757.2932	5658.43612	5438.47477	5754.77368	5684.7804	5944.09956	5706.80554	5883.9198	5821.37399	5534.02107	5837.34221	5906.95075	5962.44315	5455.29101	6186.97082	5458.64897	5451.37168	5482.92542	5627.6373	5275.0065	5716.05776	5713.36665	5795.43507	5714.9363	5368.79267	5421.53712	5468.89818	5114.74669	5741.56808	5409.40383	5403.44523	5617.82738	5714.68195	5711.32517	5652.4818	5443.46711	5346.46199	5195.72808	5468.07966	5503.57241	5741.83464	5425.91866	5919.35824	5283.94826	5775.62274	5579.23736	5415.20827	5285.76669	5521.4519	5277.85114	5436.74631	5012.78968	5227.5859	4835.03569	4634.61941	5431.59235	5463.28277	6835.30006	7098.14503	7221.11054	6446.45603	7774.08255	7222.67799	6601.11817	7071.84958	7469.5756	6416.87563	7512.49309	6454.15225	7071.65796	6946.19742	6416.99088	7364.17148	7561.93805	6528.11213	7469.95113	6898.76144	6284.99259	7318.79912	7369.64063	7352.29653	7088.65527	7415.70253	7087.10099	6794.64842	7036.3881	7043.57358	6738.49636	5883.69754	6522.67746	7403.08815	6748.03114	6993.08823	7136.18354	6299.92893	7053.36352	6662.71952	6735.59063	6651.66761	6988.39061	7010.07087	7326.85272	6306.4617	6672.74705	6829.25733	5909.80542	7175.68959	7267.39604	7033.66086	7258.29461	6855.02247	6482.27087	6662.70189	7131.2304	6623.12162	7106.30862	7223.74622	7028.55181	6574.46188	6405.14256	6937.92355	6315.57052	6266.95614	6316.36422	6995.14576	8068.79524	7852.87651
3300	3600	4799.31624	6007.98879	6714.24203	4840.65441	5833.11685	5572.92784	6145.64384	6838.63267	4419.87179	4285.01625	6223.59335	5804.48529	5647.69789	4097.45348	4762.50471	6310.10368	5475.63808	5740.34208	4913.49726	4718.31592	6736.25937	4692.77377	5503.57856	4864.58376	5672.95313	6665.89379	5491.68306	4417.27422	5698.00955	6553.20501	5572.41687	5366.40074	3843.52789	7255.39937	6191.3648	5630.78868	6484.88098	7381.30332	5174.20491	5599.1479	5756.32779	5332.84364	5313.11906	5675.25908	5294.8068	5557.39021	5765.51988	5190.51111	5343.71827	5398.42117	5363.82788	5184.1951	5224.36366	5747.74096	5425.34048	5321.02109	5441.27071	5495.57777	5280.74217	5607.33171	5442.89735	5751.70306	5292.89329	5773.66474	5129.66097	5149.36787	4878.68425	5157.84446	4355.70947	5472.17092	4912.45391	5065.24865	5108.92929	4956.41672	4977.97027	5097.41382	4628.56331	5386.52975	5129.77043	5001.11909	5334.50314	5425.10015	5407.20486	5178.60057	5110.75026	4759.57166	5194.95068	5106.74868	4954.12464	5065.6205	5292.70779	5473.90269	4948.87388	5120.75836	5084.948	5002.30295	5396.30225	5087.4846	4800.87909	5022.27875	4684.81055	4807.43445	4917.30885	4720.39501	5284.09419	5237.6026	6062.35269	7126.56983	7178.37701	6139.35765	6628.27385	7105.60753	6527.03198	6642.59242	6866.82959	6086.28943	6933.37891	6088.40869	6513.33695	6483.04746	6119.54577	7194.63783	6609.76313	6783.02954	7174.10258	6533.20287	6289.55818	7423.96029	6800.0897	6896.70996	6698.4397	6947.09214	6670.36925	6295.69919	6471.40793	6762.45164	5916.97058	5678.11282	5593.85171	6831.87596	6604.54259	6528.98806	6580.7786	5759.38695	5664.05556	6616.78013	6382.34068	6361.63778	6611.91688	6402.87002	6895.72183	6048.69881	6112.0781	6481.15501	5900.32269	6696.03179	6691.37458	6474.08102	7022.67305	6262.6897	6136.57299	6420.96132	6572.98272	6108.1205	6573.72244	6643.09465	6493.49858	6144.49854	5888.76493	6543.08961	6366.27954	5871.96516	5740.18548	6502.99076	7557.62717	7394.04239
